Wavelength (nm),PC,PH,PI,PK,chenyi_lie2,chenyi_lie15_1
560.2279,2.333333333333,4.666666666666,16.333333333333,45.666666666666,5.57136190476191,6.23801068027212
560.5718,3.666666666667,5.0,13.333333333334,42.333333333334,3.88893865079365,4.66672142857142
560.9157,5.0,10.333333333334,19.666666666667,44.666666666667,8.67473626984127,8.91850965986394
561.2596,5.666666666667,8.0,16.333333333334,45.333333333334,8.12711365079365,9.82329523809523
561.6035,5.666666666667,5.333333333333,11.666666666667,43.666666666667,5.41269841269841,5.13605442176871
561.9474,6.333333333333,6.333333333333,16.666666666666,49.333333333333,6.72213055555556,6.39446877551021
562.2913,11.666666666667,12.0,18.333333333333,47.333333333333,10.0793650793651,10.3741496598639
562.6351999999999,6.666666666666,6.666666666666,17.0,42.666666666666,6.65070269841271,7.16997408163266
562.9791,5.0,4.333333333333,15.0,50.0,8.19828698412699,7.78218285714286
563.323,2.666666666666,5.0,14.333333333333,46.666666666666,7.58718111111111,7.40126455782313
563.6668999999999,5.666666666667,12.0,15.333333333334,47.0,7.97631880952381,8.50352163265305
564.0108,7.0,11.0,18.0,51.333333333333,9.45238095238095,10.9659863945578
564.3547,7.666666666667,9.0,15.333333333333,50.333333333333,9.83333333333333,10.0680272108844
564.6985999999999,6.0,9.666666666667,18.666666666667,46.0,9.66666666666667,10.0340136054422
565.0425,8.333333333333,10.333333333333,14.0,52.666666666666,8.05543055555556,7.61213013605443
565.3864,5.666666666666,5.666666666666,15.0,51.333333333333,7.7062284920635,8.3059899319728
565.7302999999999,5.666666666667,11.333333333334,15.666666666667,47.666666666667,6.20642563492063,7.05451163265306
566.0742,5.666666666666,4.666666666666,19.0,52.666666666666,9.19031690476191,9.40800564625852
566.4181,3.333333333333,5.0,16.666666666667,48.0,4.94444444444445,5.25170068027211
566.762,6.333333333333,11.666666666666,17.0,52.666666666666,10.4918708730159,10.3807455782313
567.1059,6.666666666666,9.0,16.333333333333,51.666666666666,9.07921031746032,9.29916190476192
567.4498,7.333333333333,3.333333333333,12.0,53.333333333333,6.49206349206349,6.86394557823129
567.7937,6.333333333333,4.0,11.333333333333,48.333333333333,4.93650793650794,5.5374149659864
568.1376,11.333333333333,16.0,20.0,56.666666666667,11.2936507936508,11.530612244898
568.4815,4.0,11.0,17.666666666667,49.333333333333,7.44444444444445,7.93877551020408
568.8254,10.666666666666,8.666666666666,19.333333333333,55.0,7.88083142857143,9.09508027210885
569.1693,3.666666666667,9.666666666667,12.0,52.0,6.28571428571429,6.53061224489796
569.5132,2.666666666667,6.333333333333,15.666666666667,51.333333333333,2.48412698412698,2.85034013605442
569.8571,2.0,6.666666666666,14.0,55.333333333333,3.99201182539683,4.41491163265307
570.201,7.0,11.666666666667,19.666666666667,56.666666666667,9.45238095238095,10.3061224489796
570.5449,2.666666666667,7.0,23.0,55.0,8.40489952380952,8.96615013605441
570.8888,10.666666666667,13.666666666667,20.0,62.333333333333,9.84920634920635,10.2040816326531
571.2327,5.0,8.333333333333,15.0,52.666666666667,5.04761904761905,5.02721088435374
571.5766,9.333333333334,7.666666666667,18.0,57.333333333334,9.26998817460317,9.36751863945577
571.9205,5.666666666667,10.666666666667,12.666666666667,51.0,6.11118634920634,6.38783353741496
572.2644,4.0,6.0,16.333333333333,53.0,6.82529373015874,6.19040346938776
572.6083,2.0,3.0,14.333333333334,57.666666666667,3.61908547619047,4.7211356462585
572.9522,2.0,3.333333333334,18.666666666667,52.0,4.79370436507936,5.37421748299319
573.2961,0.666666666667,1.0,18.333333333333,53.666666666667,2.8015873015873,3.13605442176871
573.64,3.666666666666,11.0,20.666666666666,56.666666666666,6.97608428571429,7.70736455782313
573.9839,13.0,18.0,25.333333333333,63.333333333333,14.364776984127,14.4282666666667
574.3278,6.0,6.666666666667,15.333333333334,57.333333333334,6.15881682539682,6.96606360544217
574.6717,8.666666666667,9.0,17.333333333334,61.0,8.75409849206349,9.60560591836733
575.0156,8.666666666667,10.666666666667,20.666666666667,62.0,9.27793968253968,9.70765653061224
575.3595,8.666666666667,10.333333333334,24.333333333334,56.0,8.42075563492063,8.87768394557823
575.7034,8.333333333333,10.0,14.666666666666,57.0,9.38871531746032,9.97261129251702
576.0473,10.666666666667,13.333333333333,20.666666666667,66.333333333333,10.8571428571429,11.4353741496599
576.3912,5.333333333334,6.666666666667,18.333333333334,63.666666666667,7.48422817460317,8.15657489795918
576.7351,7.333333333334,9.0,24.0,61.666666666667,7.35724833333333,8.44230346938775
577.079,4.333333333333,7.666666666667,18.0,61.0,4.26984126984127,5.18367346938776
577.4229,3.666666666666,12.333333333333,17.333333333333,62.0,6.83324547619048,7.14955571428572
577.7668,-3.333333333333,4.0,14.333333333334,58.666666666667,2.39685968253968,2.92520666666666
578.1107,3.333333333333,8.333333333333,18.0,62.666666666667,4.8968253968254,5.89115646258503
578.4546,5.333333333333,12.666666666667,21.333333333333,64.0,7.44444444444445,7.29931972789116
578.7985,3.666666666667,6.666666666667,18.0,62.0,6.84126984126984,7.40816326530612
579.1424,2.0,7.333333333333,17.0,59.333333333333,4.34920634920635,4.24489795918367
579.4863,9.666666666667,10.0,19.666666666667,69.333333333334,9.99222992063491,9.5579850340136
579.8302,4.333333333334,10.333333333334,25.0,63.333333333334,7.94455325396825,8.08174272108843
580.1741,7.666666666667,11.333333333334,21.0,64.666666666667,6.95247261904762,7.14974585034013
580.518,2.666666666667,5.666666666667,19.333333333334,63.666666666667,4.03971777777777,4.8911987755102
580.8619,9.0,7.666666666667,21.333333333334,69.666666666667,7.7223426984127,8.28583680272108
581.2058,3.0,6.666666666667,14.666666666667,65.0,4.56354087301587,4.06126721088435
581.5497,5.333333333333,6.0,21.0,64.666666666666,4.4443834920635,5.51013258503402
581.8936,5.666666666667,10.333333333334,19.666666666667,65.666666666667,7.52391309523809,7.87088
582.2375,7.666666666667,8.0,20.333333333334,57.333333333334,8.26202833333333,8.73482721088435
582.5814,6.666666666667,4.666666666667,17.0,63.666666666667,6.73818928571428,7.55113292517006
582.9253,3.333333333333,9.0,20.0,67.333333333333,6.39674873015874,7.48286476190476
583.2692,6.0,4.666666666667,16.0,65.333333333333,3.35714285714286,3.91156462585034
583.6131,4.333333333333,6.333333333333,18.333333333333,59.0,5.01587301587302,5.5578231292517
583.957,5.333333333333,5.666666666666,20.333333333333,67.0,7.92843214285715,8.45564734693878
584.3009,6.666666666667,7.0,18.0,67.333333333334,5.34133269841269,6.5306931292517
584.6448,5.0,6.333333333333,17.333333333333,69.0,5.23802880952382,5.96590755102042
584.9887,2.0,7.666666666667,20.333333333334,66.0,3.92861523809523,4.02726034013605
585.3326,3.0,11.333333333333,22.0,69.0,6.92847547619048,6.65298197278912
585.6765,7.666666666666,6.0,25.333333333333,75.0,5.40469190476191,5.98631551020409
586.0204,6.333333333333,8.666666666667,23.666666666667,73.333333333333,6.76984126984127,7.36734693877551
586.3643,7.666666666667,14.0,24.0,82.333333333334,9.63508015873016,10.8233340136054
586.7082,4.0,8.333333333334,18.0,72.333333333334,4.73020801587301,5.10209965986394
587.0521,6.0,12.0,27.0,81.333333333334,8.27790563492063,8.74164952380952
587.396,11.0,13.0,26.333333333333,84.0,8.00793650793651,8.98639455782313
587.7399,6.0,10.333333333333,22.0,85.666666666666,7.20623801587302,8.16314074829932
588.0838,5.666666666667,16.333333333334,27.0,88.333333333334,8.86522412698412,10.1022068027211
588.4277,7.666666666666,12.0,22.333333333333,76.666666666666,6.07928388888889,7.11554272108844
588.7716,4.666666666667,8.333333333334,25.333333333334,78.0,5.38102095238094,5.59870095238095
589.1155,5.333333333334,4.333333333334,20.0,77.666666666667,4.85719952380952,3.99323265306122
589.4594,6.0,9.0,23.333333333334,81.333333333334,8.19059476190476,9.23824673469387
589.8033,8.333333333333,10.666666666666,23.666666666666,79.333333333333,8.55540126984127,8.96583346938776
590.1472,4.666666666667,8.0,19.0,78.0,6.0,6.10204081632653
590.4911,5.333333333333,10.666666666666,21.333333333333,74.333333333333,7.09512714285715,7.90463734693878
590.835,8.0,15.666666666667,26.0,76.0,7.89694134920635,8.08176741496598
591.1789,5.333333333333,7.666666666667,25.0,78.666666666667,6.99206349206349,8.08843537414966
591.5228,8.333333333333,12.333333333333,24.333333333333,80.0,11.1981865079365,11.5167795918368
591.8667,6.666666666666,14.666666666666,22.666666666666,79.0,9.44427801587302,9.92499000000001
592.2106,6.333333333333,10.666666666666,22.666666666666,82.666666666666,6.16658238095239,7.26520401360544
592.5545,7.666666666666,13.0,23.666666666666,74.666666666666,8.3014523015873,9.61887142857144
592.8984,7.333333333333,6.666666666667,19.333333333333,81.333333333333,6.57142857142857,6.4421768707483
593.2423,7.333333333333,9.333333333333,21.333333333333,80.666666666667,8.47619047619048,8.90476190476191
593.5862,4.0,9.666666666666,27.0,83.333333333333,6.83324142857143,7.40124231292517
593.9301,9.333333333333,13.666666666667,32.333333333333,80.666666666667,8.32539682539683,9.6734693877551
594.274,7.666666666666,13.333333333333,20.0,91.666666666666,7.55545174603175,8.46924238095239
594.6179,6.666666666666,16.666666666666,27.0,86.666666666666,10.2775968253968,10.7480904761905
594.9618,4.333333333333,12.666666666667,30.0,85.333333333333,7.22222222222222,7.21768707482993
595.3057,8.0,11.333333333334,29.333333333334,90.333333333334,7.38105642857142,8.01372551020408
595.6496,4.333333333334,8.666666666667,26.0,93.666666666667,7.60327603174603,8.231422585034
595.9935,1.666666666667,9.333333333333,26.0,90.0,4.8968253968254,5.24489795918367
596.3374,6.0,9.666666666667,30.666666666667,91.0,7.25396825396825,8.06802721088435
596.6813,8.333333333334,10.666666666667,31.333333333334,98.333333333334,8.71441857142857,9.04094925170067
597.0252,4.666666666667,10.666666666667,28.333333333334,97.0,7.35725095238095,8.12938401360544
597.3691,9.0,15.666666666666,29.333333333333,106.0,8.69826103174604,10.265116462585
597.713,9.333333333334,14.333333333334,29.666666666667,99.666666666667,10.2462124603175,10.0954079591837
598.0569,8.0,13.0,27.0,105.0,8.50779007936508,9.05427027210885
598.4008,7.0,11.333333333333,36.333333333333,101.666666666666,10.063323015873,9.02025891156463
598.7447,10.666666666667,12.333333333334,29.0,96.0,7.88106095238095,10.3199240816326
599.0886,6.333333333333,18.666666666667,30.0,99.666666666667,7.96031746031746,8.78231292517007
599.4325,7.666666666667,11.666666666667,25.0,99.0,9.19857174603174,10.4151580952381
599.7764,8.666666666667,10.333333333334,25.333333333334,88.666666666667,6.98422055555555,7.89807578231292
600.1203,13.333333333333,12.666666666667,29.0,91.666666666667,11.4126984126984,11.9931972789116
600.4642,8.0,8.333333333333,28.666666666666,91.0,7.75383634920635,8.60529374149661
600.8081,6.333333333333,15.666666666666,26.0,87.0,8.70621182539683,9.75493197278913
601.152,10.0,18.333333333334,30.666666666667,90.333333333334,13.1272507936508,13.4832673469387
601.4959,11.666666666667,10.333333333334,32.0,88.666666666667,11.1272029365079,11.592057414966
601.8398,5.666666666667,9.666666666667,22.333333333334,93.333333333334,6.76199119047619,7.48991394557823
602.1837,6.666666666666,8.0,28.0,92.333333333333,7.9681234920635,8.49644755102042
602.5276,7.333333333334,13.333333333334,27.0,93.666666666667,8.25408849206349,9.16342476190475
602.8715,5.666666666667,10.666666666667,30.333333333334,105.666666666667,6.33340809523809,7.33341911564625
603.2154,10.333333333334,13.333333333334,36.0,104.0,9.95255476190476,10.9593965986394
603.5593,10.333333333334,11.666666666667,28.666666666667,104.0,6.09531476190476,6.77559721088435
603.9032,10.0,15.666666666666,36.0,116.666666666666,11.5156373015873,12.3942918367347
604.2471,8.666666666666,14.666666666666,33.333333333333,109.333333333333,5.72214293650794,6.16318503401361
604.591,10.0,14.666666666667,35.666666666667,121.0,9.77777777777778,10.4285714285714
604.9349,7.0,14.333333333333,27.333333333333,119.666666666666,6.81736865079366,7.30600503401361
605.2788,5.0,18.666666666666,39.0,112.666666666666,8.00780436507937,9.13587843537416
605.6227,3.0,7.666666666667,34.666666666667,115.0,4.72222222222222,6.17006802721089
605.9666,-1.0,3.666666666667,26.333333333333,114.0,2.53174603174603,3.80952380952381
606.3105,1.0,11.333333333333,31.666666666667,111.666666666667,3.05555555555556,3.78231292517007
606.6544,-1.666666666667,5.0,21.333333333333,112.666666666667,1.26190476190476,2.02721088435374
606.9983,-0.333333333333,3.666666666667,25.0,106.0,-0.150766031746032,0.33336544217687
607.3422,-0.666666666666,6.0,32.0,103.333333333334,1.72225555555555,2.46262040816326
607.6861,-5.333333333334,-1.0,11.666666666666,95.0,-4.13497158730158,-3.72113931972789
608.03,-9.666666666666,-2.333333333333,18.666666666667,85.666666666667,-3.81740317460318,-3.78226755102041
608.3739,-8.0,0.0,13.0,91.666666666666,-6.09531214285714,-6.08851197278911
608.7178,-9.0,-6.0,14.0,84.0,-7.46825396825397,-6.27210884353742
609.0617,-9.666666666667,-5.666666666667,9.0,71.333333333333,-12.3970611111111,-11.4492068027211
609.4056,-5.666666666666,-6.0,12.666666666667,85.0,-7.41259031746032,-6.76861986394558
609.7495,-14.0,-12.0,5.0,77.0,-14.0870063492064,-14.4895013605443
610.0934,-12.333333333333,-5.333333333333,9.333333333333,83.333333333333,-9.67460317460317,-8.17687074829932
610.4373,-11.666666666667,-2.0,16.666666666666,85.666666666666,-8.67473126984127,-7.44907884353741
610.7812,-6.666666666667,-0.666666666667,15.666666666667,90.666666666667,-5.84920634920635,-4.42176870748299
611.1251,-13.0,-7.666666666667,13.0,94.0,-11.7222222222222,-10.2789115646259
611.469,-5.666666666666,3.666666666667,21.333333333334,95.0,-5.12692484126985,-5.08837816326531
611.8129,-3.333333333334,1.666666666666,26.333333333333,107.333333333333,-1.80955095238095,-1.20411292517007
612.1568,-3.333333333334,-0.333333333334,25.0,112.666666666666,-3.06352896825397,-1.40819639455782
612.5007,-2.333333333333,-0.333333333333,17.333333333333,115.0,-4.84920634920635,-4.08163265306123
612.8446,0.333333333333,10.333333333333,35.333333333333,124.0,3.35710595238096,3.51016380952381
613.1885,0.0,4.333333333334,28.666666666667,127.666666666667,0.873055158730161,2.0952687755102
613.5324,4.333333333334,10.666666666667,32.333333333334,128.0,1.91272984126984,3.57148149659864
613.8763,8.666666666667,13.333333333333,40.0,131.0,8.03174603174603,8.47619047619048
614.2202,1.333333333333,10.0,31.666666666666,123.333333333333,4.880905,4.87068578231293
614.5641,6.333333333334,14.666666666667,32.666666666667,129.0,6.61119325396825,7.43548360544217
614.908,3.666666666666,12.0,32.333333333333,129.0,4.49993904761905,4.75504197278912
615.2519,5.333333333333,14.333333333333,35.333333333333,122.666666666667,6.34126984126984,6.7891156462585
615.5958,5.333333333334,11.333333333334,32.333333333334,121.333333333334,7.03978349206349,7.95928802721088
615.9397,9.333333333334,13.333333333334,32.333333333334,117.0,9.00808412698412,9.24505578231292
616.2836,-2.0,10.333333333333,26.333333333333,113.666666666667,4.33333333333333,5.06802721088435
616.6275,4.0,11.666666666667,32.666666666667,113.333333333333,7.37301587301587,7.94557823129252
616.9714,4.333333333333,14.333333333333,31.333333333333,117.0,8.78571428571429,8.60544217687075
617.3153,8.0,12.0,32.333333333333,108.666666666666,7.6348053968254,8.84338775510205
617.6592,9.0,12.333333333333,27.0,111.0,6.75386753968254,8.25156959183674
618.0031,5.333333333333,6.0,29.666666666667,102.333333333333,3.19047619047619,4.97959183673469
618.347,3.666666666667,16.0,32.0,105.333333333333,8.76984126984127,9.00680272108844
618.6909,11.333333333333,17.333333333333,35.666666666666,121.333333333333,9.81728436507937,10.5031986394558
619.0348,2.333333333334,4.666666666667,28.666666666667,114.0,7.01597206349206,6.59193170068027
619.3787,4.0,11.0,31.0,122.666666666666,6.65863158730159,8.06788816326531
619.7226,10.0,15.0,37.333333333333,125.666666666666,9.7696657936508,10.2106816326531
620.0665,11.333333333334,20.666666666667,37.333333333334,136.0,11.2224341269841,12.4560176870748
620.4104,13.333333333333,18.666666666666,39.666666666666,132.666666666666,10.7220198412699,11.4759632653061
620.7543000000001,9.666666666667,16.666666666667,40.666666666667,138.0,9.61904761904762,10.3877551020408
621.0982,6.0,13.666666666666,41.0,139.0,8.38875317460318,9.09508843537416
621.4421,11.0,19.333333333333,38.666666666667,142.0,10.9206349206349,12.0136054421769
621.7860000000001,5.333333333333,11.666666666667,37.666666666667,135.0,5.32539682539683,7.08163265306123
622.1299,3.333333333333,11.0,34.666666666667,139.333333333333,7.28571428571429,8.10204081632653
622.4738,6.333333333334,11.0,41.0,152.666666666667,6.04769857142856,7.74160850340136
622.8177000000001,10.666666666666,20.333333333333,44.666666666666,142.666666666666,9.5315726984127,10.4827829251701
623.1616,9.666666666666,14.666666666666,40.0,136.333333333333,10.1029938888889,10.1426627891157
623.5055,7.666666666667,12.333333333333,38.666666666667,136.666666666667,8.84920634920635,9.68707482993197
623.8494000000001,9.666666666667,16.666666666667,42.666666666667,132.666666666667,10.8494134920635,12.6056814285714
624.1933,9.0,15.0,33.0,129.666666666666,8.55541317460318,9.78211673469389
624.5372,1.666666666667,5.0,28.666666666667,122.666666666667,7.33333333333333,7.87755102040816
624.8811,11.0,20.333333333333,35.0,127.0,10.4444444444444,12.0952380952381
625.225,6.333333333334,19.0,32.333333333334,125.0,12.0796076984127,13.1703380952381
625.5689,6.333333333334,13.333333333334,34.0,122.666666666667,8.54774761904762,9.74846897959183
625.9128,9.333333333334,10.666666666667,37.666666666667,128.0,9.26205809523809,11.5784482993197
626.2567,6.333333333334,14.0,33.333333333334,126.333333333334,11.1272005555555,11.6941004761905
626.6006,10.0,13.333333333333,40.333333333333,134.666666666666,11.7934055555556,12.3943142857143
626.9445,9.666666666667,15.333333333334,35.0,137.333333333334,11.1748103174603,12.1566836734694
627.2884,3.666666666667,13.0,41.0,134.666666666667,9.65079365079365,10.8707482993197
627.6323,3.0,17.666666666667,40.333333333333,140.0,11.4365079365079,12.4013605442177
627.9762,9.0,17.333333333333,46.0,146.333333333333,12.6904761904762,13.7414965986395
628.3201,8.666666666667,9.333333333334,37.333333333334,149.333333333334,10.547814047619,11.1022410884354
628.664,9.666666666667,13.333333333333,36.333333333333,153.0,8.6984126984127,9.46938775510204
629.0079,1.666666666667,6.666666666667,38.666666666667,146.666666666667,7.00803817460317,7.63276149659864
629.3518,4.333333333334,7.0,38.333333333334,150.0,8.22235674603174,9.5171744217687
629.6957,0.0,12.666666666666,36.666666666666,148.0,5.65864992063493,7.46247108843538
630.0396,4.333333333334,14.333333333334,43.0,156.333333333334,9.20648444444444,11.1770755102041
630.3835,-0.666666666667,8.333333333333,31.0,148.666666666667,2.87301587301587,4.33333333333333
630.7274,7.333333333333,15.333333333333,39.666666666666,154.666666666666,9.95220285714286,10.5031986394558
631.0713,10.333333333334,16.666666666667,42.0,147.666666666667,13.2542277777778,13.6941517006802
631.4152,8.0,15.333333333333,44.666666666667,148.333333333333,11.6031746031746,13.3265306122449
631.7591,12.0,16.333333333333,42.0,151.0,12.6822825396826,13.8364380952381
632.103,11.666666666667,22.666666666667,38.666666666667,144.666666666667,14.8412698412698,15.7278911564626
632.4469,17.333333333333,22.666666666666,45.666666666666,146.666666666666,15.5552507936508,17.6459272108844
632.7908,9.333333333334,14.666666666667,40.666666666667,139.666666666667,12.4685015873016,13.5376829931973
633.1347,10.0,14.333333333334,42.333333333334,144.333333333334,12.7145285714286,14.2315748299319
633.4786,11.666666666667,16.333333333334,37.0,144.0,11.8732346825397,12.6192993197279
633.8225,10.0,19.666666666667,41.666666666667,152.333333333333,15.0714285714286,15.6122448979592
634.1664,12.333333333334,17.666666666667,42.0,153.0,14.88125,17.1499789115646
634.5103,14.333333333334,19.333333333334,42.0,155.0,16.3177603174603,17.7758394557823
634.8542,8.666666666667,19.0,42.0,159.666666666667,15.8495182539682,16.9527040816326
635.1981,12.666666666666,22.666666666666,50.0,160.0,18.4441182539683,20.0608911564626
635.542,11.666666666667,18.666666666667,46.0,168.666666666667,16.8733301587301,18.598962585034
635.8859,16.666666666667,24.666666666667,46.666666666667,171.0,17.8257182539682,19.4016918367346
636.2298,8.0,20.666666666666,43.333333333333,176.0,13.7774992063492,14.4418904761905
636.5737,11.666666666667,16.0,45.666666666667,167.333333333333,12.9761904761905,14.3605442176871
636.9176,12.666666666666,20.666666666666,49.333333333333,170.666666666666,16.0631777777778,18.2513734693878
637.2615,13.666666666666,26.666666666666,49.333333333333,177.0,19.2774444444445,20.7343605442177
637.6054,8.666666666666,18.333333333333,44.333333333333,174.333333333333,14.0790865079365,15.3466238095238
637.9493,8.333333333333,19.0,44.0,178.666666666667,14.8015873015873,15.9659863945578
638.2932,10.666666666666,15.666666666666,46.333333333333,172.333333333333,14.4758976190476,16.5098850340136
638.6371,16.0,26.0,56.0,174.0,20.3964944444445,21.7275578231293
638.981,11.0,16.333333333333,43.0,168.0,15.5793650793651,16.5374149659864
639.3249,9.333333333333,23.0,44.0,171.666666666667,14.8888888888889,16.3877551020408
639.6688,19.333333333333,22.0,47.666666666667,172.0,18.1031746031746,19.6802721088435
640.0127,6.333333333333,14.333333333333,43.333333333333,166.333333333333,12.0949833333334,13.3126593877551
640.3566,8.333333333334,20.333333333334,47.0,175.333333333334,15.0161777777777,17.041131292517
640.7005,17.0,19.333333333333,51.333333333333,179.0,15.0869968253969,17.3942387755102
641.0444,8.666666666667,18.333333333333,47.666666666667,188.666666666667,15.7777777777778,16.9727891156463
641.3883,10.666666666667,20.333333333334,49.333333333334,201.666666666667,15.9368317460317,18.6261775510204
641.7322,10.666666666667,16.333333333334,53.666666666667,207.666666666667,13.2939148412698,15.5173054421768
642.0761,17.333333333333,23.0,56.666666666667,220.333333333333,20.1904761904762,22.2108843537415
642.42,13.666666666667,20.333333333334,49.0,222.333333333334,16.2225388888889,18.558150340136
642.7639,5.0,13.666666666666,54.666666666666,239.666666666666,11.4442182539683,14.0609319727891
643.1078,7.666666666666,18.0,53.333333333333,256.0,13.5870301587302,16.2990108843538
643.4517,5.333333333333,17.0,57.0,281.0,15.515873015873,17.6734693877551
643.7956,16.0,21.0,65.0,311.0,20.6663333333334,23.5166734693878
644.1395,7.666666666666,21.0,66.333333333333,325.666666666666,17.0393515873016,19.5370836734694
644.4834,5.0,24.333333333333,81.333333333333,370.0,21.9047619047619,24.7142857142857
644.8273,13.333333333334,26.333333333334,79.333333333334,427.666666666667,24.6590634920634,29.2996530612245
645.1712,7.666666666667,22.333333333334,94.333333333334,472.666666666667,26.4844603174603,30.4152993197279
645.5151,10.333333333334,26.666666666667,94.666666666667,546.333333333334,26.9844603174603,31.7622380952381
